"The painter painted a picture in the square, and the child in the parking.",1
"I know the electrician is checking someone, but I don’t know what.",1
"The footballer has hit the car, and the grandmother the demonstrator.",1
"I know the electrician is checking something, but I don’t know whom.",1
"The student heard the presentation in the subway, the spectator will in the bakery.",1
"The bricklayer used the knife, and the soldier did too.",1
"The housewife cleaned the table in the kitchen, but the waiter didn’t in the classroom.",1
"The cook will mix ingredients, and the chemist will the music.",1
"The biologist uses the microscope, and the climber the blackboard.",1
"The athlete stretches before the workout, and the dancer before lunch.",1
"The soldier wore a helmet, and so did the tree.",1
"The terrorist escaped with flowers, and so did civilians with supplies.",1
"The fisherman will catch fish with the net, and the grandfather will with the fishing rod.",1
"The policeman is hitting the demonstrator with someone, but I don’t know who with.",1
"The farmer is picking vegetables in the mountain, and the grandfather on the garden.",1
"The journalist is writing an article with someone, but I’m not sure what with.",1
"The student had lunch after school, and the worker did the same thing during the meeting.",1
"The traveller will lend a pen, and the artist will the money.",1
"The waiter has delivered a drink, and the postman a mail.",1
"The pyromaniac starts the fire, and the singer the race.",1
"The dog played with his owner in the park, and the cat did the same thing in the heat.",1
"The photographer will take a picture with the camera, and the student will with the phone.",1
"The athlete stretches before the workout, and the dancer before the performance.",1
"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the match too.",1
"The teenager is hearing something, but his friend doesn’t know who.",1
"The violinist will play the violin, and the musician the water.",1
"The cameraman is recording a video in the greenhouse, and the tourist in the museum.",1
"The child completed the project, but the student didn’t.",1
"The florist sells flowers, and the butcher weapons.",1
"The spectator bought a ticket, and the turtle did so too.",1
"The nurse will wash the infant, and the banker will the hair.",1
"The pyromaniac starts the fire, and the pilot the race.",1
"The professor spoke to the audience during the funeral, and the businessman did so during the meeting too.",1
"The student will have a party after his graduation, and the couple will after their meeting.",1
"The demonstrator carried the flag during lunch, and the cheerleader did so before the match too.",1
"The knight holds the camera, and the champion the guitar.",1
"The musician entertained the crowd during the flight, and the comedian did during the lesson.",1
"The doctor will wear the white coat in the hospital, and the pharmacist will in the garden.",1
"The child will lend a pen, and the artist will the money.",1
"The soldier will hear the lecture, and the nanny will the baby.",1
"The terrorist released the hostage, and the soldiers did the same thing.",1
"The student had lunch after an excursion, and the worker did the same thing during the meeting.",1
"The florist helped the child, and the mother did the same thing.",1
"The student will have a party after the interview, and the couple will after their marriage.",1
"The journalist writes an article, and the professor a book.",1
"The refugee will find shelter, and the animal will the map.",1
"The mechanic is renting a truck, and the manager the idea.",1
"The footballer hits the ball with his foot, and the tennis player with the hoe.",1
"The beautician will hydrate the skin with cream, and the masseuse will with tobacco.",1
"The florist sells bikes, and the butcher meat.",1
"The father drank milk with the cup, and the newborn did the same thing with the painting.",1
"The policeman fights the crime, and the glass the fire.",1
"The child crossed the park with the bicycle, and the skater with rollerblades.",1
"The comedian entertained the audience, and the speaker did too.",1
"The tourist visits some museums during the party, and the students during the school trip.",1
"The president delivered a speech in the mountain, and the priest did in the restaurant.",1
"The child will visit the president, and the tourist will the pen.",1
"The doctor entertained the audience, and the speaker did too.",1
"The student completed the project before the execution, but the engineer didn’t before the summer.",1
"The child draws flowers with the pencil, and the painter with the snow.",1
"The electrician released the hostage, and the soldiers did the same thing.",1
"The child played with toys, and the teenager did so with food too.",1
"The speleologist is examining something, but we don’t know whom.",1
"The tailor will sew the dress, and the doctor will the wound.",1
"The spectator bought a ticket, and the cook did so too.",1
"The hydraulic flips the board, but the hairstylist doesn’t.",1
"The student will dance in the disco, and the dancer will in the picture.",1
"The family sunbathed on the beach, and the billionaire did the same thing in the garden.",1
"The florist sells bikes, and the butcher weapons.",1
"The mother will water the plants with the watering can, the farmer will with the hose.",1
"The tailor sewed with the pen, and the doctor did the same thing with the needle.",1
"The student completed the project before the exam, but the engineer didn’t before the book.",1
"The actor rehearsed before the festival, and the singer before the concert.",1
"The mother prepares the food with the microwave, the cook will with the madness.",1
"The runner will drink some water after the race, and the athlete will after the workout.",1
"The child will visit his grandmother, and the tourist will the patient.",1
"The businessman is reading the report, and the customer the music.",1
"The dog carried something, but I didn’t know whom.",1
"The journalist is writing an article with something, but I’m not sure what with.",1
"The biologist uses the microscope, and the teacher the blackboard.",1
"The fisherman will catch fish with the hammer, and the grandfather will with the gun.",1
"The electrician released the hostage, and the artist did the same thing.",1
"The dog carried someone, but I didn’t know what.",1
"The child played with toys, and the teenager did so with videogames too.",1
"The soldier celebrated the victory in the battlefield, the athlete will on the podium.",1
"The painter painted a picture in the barracks, and the child in the parking.",1
"The singer performed the music with the guitar, the musician will with the bass.",1
"The student heard the presentation in the subway, the spectator will in the auditorium.",1
"The barber uses the microscope, and the climber the blackboard.",1
"The student heard the presentation in the university, the spectator will in the auditorium.",1
"The nurse will wash the infant, and the jacket will the hair.",1
"The student will dance in the gym, and the dancer will in the living room.",1
"The knight holds the camera, and the champion the cup.",1
"The tailor will sew the dress, and the doctor will the banana.",1
"The tourist packed his bags before departure, and the family will before the party.",1
"The swimmer will assign a mission, and the boss will a job.",1
"The athlete shook the drink, and the cheerleader the flag.",1
"The refugee will find shelter, and the animal will the food.",1
"The cook washed his hands before cooking, and so did the doctor before the surgery.",1
"The singer performed the music with the megaphone, the musician will with the headphones.",1
"The farmer plowed the field, and the waiter did so too.",1
"The farmer is picking vegetables in the greenhouse, and the grandfather on the beach.",1
"The dog drank water with the bottle, and the man did with the glass.",1
"The tourist packed his bags before departure, and the family will before the dog.",1
"The soldier celebrated the victory in the battlefield, the athlete will on the orange.",1
"The gardener cut the grass with something, but she didn’t know who with.",1
"The actor rehearsed before the play, and the singer before the lesson.",1
"The child will visit his grandmother, and the tourist will the museum.",1
"The cameraman is recording a video in the greenhouse, and the tourist in the hospital.",1
"The student will hear the lecture, and the driver will the baby.",1
"The engineer completed the project, but the student didn’t.",1
"The fish fetches the bird, and the waiter the water.",1
"The sculptor carved the stone, but the butcher didn’t.",1
"The farmer is picking vegetables in the mountain, and the grandfather on the beach.",1
"The speleologist is examining someone, but we don’t know who.",1
"The athlete stretches before the party, and the dancer before lunch.",1
"The actor rehearsed before the festival, and the singer before the lesson.",1
"The hound fetches the bird, and the baker the water.",1
"The housewife cleaned the table in the kitchen, but the waiter didn’t in the restaurant.",1
"The demonstrator carried the flag during the demonstration, and the cheerleader did so before dinner too.",1
"The businessman is reading the report, and the customer the menu.",1
"The cook will give a present, and the teacher will the homework.",1
"The child will drink the beer, and the student will the coffee.",1
"The therapist carved the stone, but the artist didn’t.",1
"The lumberjack uses the computer, and so does the farmer.",1
"The housewife cleaned the table in the armory, but the waiter didn’t in the classroom.",1
"The fighter will kick the opponent, and the footballer will the vase.",1
"The footballer hits the ball with the bat, and the tennis player with the hoe.",1
"The tourist packed his bags before departure, and the family will before the move.",1
"The dog drank water with the bowl, and the man did with the ball.",1
"The scientist reported a finding, and the witness a crime.",1
"The truck has hit the car, and the grandmother the demonstrator.",1
"The professor spoke to the audience during the funeral, and the businessman did so during the workout too.",1
"The child will tell a lie, and the grandfather will a cake.",1
"The footballer hits the ball with his foot, and the tennis player with the racket.",1
"The pyromaniac starts the fire, and the leaf the race.",1
"The cameraman is recording a video on the set, and the tourist in the shoes.",1
"The teacher helped the child, and the cook did the same thing.",1
"The butcher used the knife, and the teacher did too.",1
"The student had lunch after school, and the worker did the same thing during the milk.",1
"The priest married the couple in the church, and the mayor in the city hall.",1
"The businessman is reading the report, and the customer the cat.",1
"The hairstylist fixes the hair with the glue, and the barber with oil.",1
"The cook flipped the pancake with someone, but I didn’t know what with.",1
"The child crossed the park with the truck, and the skater with rollerblades.",1
"The doctor entertained the audience, and the student did too.",1
"The mother will cook the pizza in the oven, and the pizza maker will in the pan.",1
"The knight holds the sword, and the champion the guitar.",1
"The astronomer was observing the stars, and the teacher her sunglasses.",1
"The student cut his hair before the graduation, the groom will before the workout.",1
"The student heard the presentation in the university, the spectator will in the monkey.",1
"The mother will cook the pizza in the microwave, and the pizza maker will in the wood oven.",1
"The child draws flowers with the pencil, and the painter with the highlighter.",1
"The mother prepares the food with the microwave, the cook will with the oven.",1
"The mother will water the plants with the watering can, the farmer will with the hoe.",1
"The boxer delivered a punch during the fire, and so did the criminal during the festival.",1
"The tourist visits some museums during the vacation, and the students during the river.",1
"The fighter will kick the television, and the footballer will the vase.",1
"The dog played with his owner in the park, and the cat did the same thing in the house.",1
"The housewife cleaned the table in the armory, but the waiter didn’t in the restaurant.",1
"The fisherman will catch fish with the hammer, and the grandfather will with the fishing rod.",1
"The snowboarder flips the board, but the phone doesn’t.",1
"The doctor healed the patient with the gasoline, and the osteopath will with a massage.",1
"The policeman is hitting the demonstrator with something, but I don’t know who with.",1
"The soldier dug a pool, and the dog a grave.",1
"The scientist reported a finding, and the witness a birth.",1
"The dog digs a hole with its paw, and the farmer with the pen.",1
"The artist hung the picture in the gallery, and the teenager did so in the mother too.",1
"The farmer plowed the field, and the waiter did so too.",1
"The climber will climb the staircase, and the librarian will the tree.",1
"The hairstylist fixes the hair with the hairdryer, and the barber with the gel.",1
"The student studied before the excursion, and the public employee before the meeting.",1
"The carpenter will wash the infant, and the banker will the hair.",1
"The housewife is mopping something, but Sam doesn’t know whom.",1
"The singer will perform on the beach, and the drag queen will in the kitchen.",1
"The professor spoke to the audience during the conference, and the businessman did so during the door too.",1
"The hairstylist fixes the hair with the hairdryer, and the barber with oil.",1
"The sergeant will assign a mission, and the father will a job.",1
"The mother prepares the food with the microwave, the cook will with the kiln.",1
"The bartender plowed the field, and the man did so too.",1
"The refugee will find the doll, and the animal will the map.",1
"The waiter has delivered a drink, and the postman the sun.",1
"The speleologist is examining someone, but we don’t know what.",1
"The student had lunch after an excursion, and the worker did the same thing during the lunch break.",1
"The astronomer was observing the plants, and the teacher her sunglasses.",1
"The student will dance in the disco, and the dancer will in the living room.",1
"The truck has hit the car, and the policeman the demonstrator.",1
"The dog played with his owner in the park, and the cat did the same thing in the supermarket.",1
"The photographer will take a picture with the camera, and the student will with the computer.",1
"The professor opens the congress in the university, and the speaker in the auditorium.",1
"The terrorist released the hostage, and the artist did the same thing.",1
"The programmer uses the computer, and so does the student.",1
"The fish fetches the bird, and the baker the water.",1
"The fighter will kick the television, and the footballer will the ball.",1
"The doctor will wear the white coat in the gym, and the pharmacist will in the garden.",1
"The photographer was capturing the image with someone, but he doesn’t know who with.",1
"The tailor will sew the parachute, and the doctor will the shoe",1
"I know the electrician is checking someone, but I don’t know who.",1
"The florist helped the child, and the cook did the same thing.",1
"The child will tell a lie, and the grandfather will a story.",1
"The passenger buys a ticket before the departure, the tourist will before the holiday.",1
"The mother prepares the food with the bonfire, the cook will with the oven.",1
"The gardener cut the grass with someone, but she didn’t know who with.",1
"The housewife is mopping something, but Sam doesn’t know who.",1
"The cook flipped the pancake with something, but I didn’t know what with.",1
"The spectator will cry during the conference, and the newborn will during the walk.",1
"The beautician will hydrate the skin with cream, and the masseuse will with gel.",1
"The professor opens the congress in the circus, and the speaker in the gym.",1
"The tourist visits some museums during the party, and the students during the exams.",1
"The teacher helped the child, and the mother did the same thing.",1
"The painter painted a picture in the square, and the child in the kindergarten.",1
"The child draws flowers with the scalpel, and the painter with the brush.",1
"The teenager is hearing something, but his friend doesn’t know what.",1
"The photographer was capturing the image with someone, but he doesn’t know what with.",1
"The runner will drink some water after the race, and the athlete will after the cream.",1
"The violinist will play the trumpet, and the musician a song.",1
"The astronomer was observing the plants, and the teacher her problems.",1
"The florist sells flowers, and the butcher meat.",1
"The speleologist is examining something, but we don’t know who.",1
"The waiter will open the bottle, and the child will the present.",1
"The soldier checked the rifle during the drill, but the hunter didn’t before the wedding.",1
"The hydraulic flips the board, but the surfer doesn’t.",1
"The painter painted a picture in the barracks, and the child in the kindergarten.",1
"The photographer was capturing the image with something, but he doesn’t know where with.",1
"The singer will perform in the stadium, and the drag queen will in the nightclub.",1
"The grandfather used the camera, and the reporter did too.",1
"The cook washed his hands before the match, and so did the doctor before the surgery.",1
"The cameraman is recording a video on the set, and the tourist in the museum.",1
"The gardener cut the grass with something, but she didn’t know where with.",1
"The student cut his hair before the excursion, the groom will before the workout.",1
"I know the electrician is checking something, but I don’t know who.",1
"The tailor sewed with the sewing machine, and the doctor did the same thing with the needle.",1
"The housewife bought a ticket, and the cook did so too.",1
"The engineer completed the project, but the cyclist didn’t.",1
"The student used the computer in the helicopter, and the professor did in the office.",1
"The policeman fights the crime, and the professor the fire.",1
"The violinist will play the trumpet, and the musician the flute.",1
"The mother will cook the pizza in the oven, and the pizza maker will in the plant.",1
"The hairstylist fixes the hair with the hairdryer, and the barber with the hat.",1
"The swimmer will assign a mission, and the father will a job.",1
"The student completed the project before the execution, but the engineer didn’t before the deadline.",1
"The child played with money, and the teenager did so with videogames too.",1
"The fighter will kick the opponent, and the footballer will the water.",1
"The mechanic is renting a boat, and the manager a room.",1
"The swimmer wore a helmet, and so did the professor.",1
"The nurse will wash the infant, and the hairstylist will the hair.",1
"The child will drink the coke, and the student will the gasoline.",1
"The dog carried something, but I didn’t know when.",1
"The florist sells flowers, and the butcher the air.",1
"The businessman paid the bill with his credit card, and the student did with his hair.",1
"The pupil fights the crime, and the firefighter the fire.",1
"The student used the computer in the library, and the professor did in the shoes.",1
"The family sunbathed on the beach, and the billionaire did the same thing in the vase.",1
"The dog digs a hole with its paw, and the farmer with the hoe.",1
"The mechanic is renting a truck, and the manager a kayak.",1
"The refugees found shelter in the church, and so did civilians in bunkers.",1
"The student cut his hair before the graduation, the groom will before the marriage.",1
"The student workouts after school, and the businessman will during work.",1
"The footballer has hit the car, and the policeman the demonstrator.",1
"The cook washed his hands before cooking, and so did the doctor before the meeting.",1
"The housewife is mopping someone, but Sam doesn’t know who.",1
"The mechanic fixed the bike with a tape, and so did the cyclist with a screwdriver.",1
"The soldier celebrated the victory in the university, the athlete will on the podium.",1
"The dog carried someone, but I didn’t know when.",1
"The waiter will open the sarcophagus, and the child will the present.",1
"The tourist will travel with the boat, and the billionaire will with the yacht.",1
"The cook will mix the paint, and the chemist will the substances.",1
"The artist hung the picture in the gallery, and the teenager did so in the room too.",1
"The violinist will play the violin, and the musician the flute.",1
"The mother will cook the pizza in the oven, and the pizza maker will in the wood oven.",1
"The child will tell the verdict, and the grandfather will a story.",1
"The terrorist escaped with weapons, and so did civilians with the sea.",1
"The tourist will travel with the boat, and the billionaire will with the sadness.",1
"The photographer will take a picture with the camera, and the student will with the pasta.",1
"The journalist writes a song, and the professor a book.",1
"The traveller will check the watch on the platform, and the businessman will in the bread.",1
"The carpenter grabbed the board, and so did the monkey.",1
"The terrorist escaped with weapons, and so did civilians with the jewelry.",1
"The passenger buys a ticket before the departure, the tourist will before the banana.",1
"The traveller will check the watch in the prison, and the businessman will at the zoo.",1
"The businessman paid the bill with his credit card, and the student did with cash.",1
"The soldier checked the rifle during the drill, but the hunter didn’t before the leaf.",1
"The child crossed the park with the bicycle, and the skater with the tricycle.",1
"The spectator will cry during the film, and the newborn will during the tshirt.",1
"The biker starts the fire, and the pilot the race.",1
"The doctor will wear the white coat in the hospital, and the pharmacist will in the pharmacy.",1
"The dog carried something, but I didn’t know what.",1
"The spectator will cry during the conference, and the newborn will during the night.",1
