"The painter painted a picture in the square, and the child in the parking.",1
"The businessman paid the bill with his credit card, and the student did with a bank transfer.",1
"The traveller will check the watch on the platform, and the businessman will in the office.",1
"The mechanic fixed the bike with a tape, and so did the cyclist with a spoon.",1
"The hound fetched the bird in the forest, and so did the cat in the house.",1
"The housewife is mopping someone, but Sam doesn’t know what.",1
"The soldier wore a helmet, and so did the professor.",1
"The refugees found shelter in the church, and so did civilians in the inflation.",1
"The fisherman will catch fish with the net, and the grandfather will with the gun.",1
"The priest married the couple on the beach, and the mayor in the city hall.",1
"The tourist packed his bags before the meeting, and the family will before the party.",1
"The musician entertained the crowd during the concert, and the comedian did during the television.",1
"The actor rehearsed before the play, and the singer before sadness.",1
"The refugee will find the doll, and the animal will the food.",1
"The soldier wore a helmet, and so did the biker.",1
"The father drank milk with the dish, and the newborn did the same thing with the bottle.",1
"The journalist writes a song, and the professor a magazine.",1
"The sergeant will assign a mission, and the boss will a job.",1
"The child will drink the coke, and the student will the coffee.",1
"The painter painted a picture in the square, and the child in the turtle.",1
"The soldier celebrated the victory in the university, the athlete will in the car.",1
"The farmer plowed the field, and the man did so too.",1
"The dog played with his owner in the auditorium, and the cat did the same thing in the supermarket.",1
"The librarian will stack the books, and the lumberjack will the suitcase.",1
"The priest married the couple in the church, and the mayor in the umbrella.",1
"The tourist visits some museums during the vacation, and the students during the exams.",1
"The father drank milk with the cup, and the newborn did the same thing with the bottle.",1
"The bride put on her makeup before the party, and the model before the meeting.",1
"The passenger buys a ticket before the departure, the tourist will before breakfast.",1
"The artist hung the picture in the factory, and the teenager did so in the room too.",1
"The policeman fights the crime, and the firefighter the fire.",1
"The journalist writes an article, and the professor a magazine.",1
"The cook flipped the pancake with something, but I didn’t know who with.",1
"The doctor healed the patient with the antibiotic, and the osteopath will with soda.",1
"The mother will cook the pizza in the microwave, and the pizza maker will in the pan.",1
"The speleologist is examining something, but we don’t know what.",1
"The beautician will hydrate the skin with cream, and the masseuse will with oil.",1
"The professor opens the congress in the university, and the speaker in the luggage",1
"The soldier dug a pool, and the dog a hole.",1
"The dancer grabbed the board, and so did the monkey.",1
"The student cut his hair before the excursion, the groom will before the marriage.",1
"The violinist will play the violin, and the musician a song.",1
"The student studied before the exam, and the public employee before the bag.",1
"The mechanic fixed the bike with a wrench, and so did the cyclist with a spoon.",1
"The professor opens the congress in the circus, and the speaker in the gym.",1
"The soldier checked the rifle during the drill, but the hunter didn’t before the hunting.",1
"The truck has hit the car, and the air the demonstrator.",1
"The journalist is writing an article with something, but I’m not sure how much with.",1
"The climber will climb the rock, and the librarian will the snow.",1
"The child played with money, and the teenager did so with food too.",1
"The parent will give a present, and the president will the homework.",1
"The doctor cuts the hair, and the hairdresser does too.",1
"The photographer used the camera, and the reporter did too.",1
"The passenger buys a ticket before the meeting, the tourist will before breakfast.",1
"The student will hear the lecture, and the nanny will the baby.",1
"The athlete shook the drink, and the waiter the flag.",1
"The gardener cut the grass with someone, but she didn’t know what with.",1
"The tourist packed his bags before the meeting, and the family will before the move.",1
"The butcher used the knife, and the soldier did too.",1
"The child will visit the president, and the tourist will the patient.",1
"The student studied before the excursion, and the public employee before the interview.",1
"The hound fetched the bird in the forest, and so did the cat in the garden.",1
"The singer performed the music with the megaphone, the musician will with the bass.",1
"The climber will climb the staircase, and the librarian will the ladder.",1
"The tourist will travel with the dinghy, and the billionaire will with the yacht.",1
"The hound fetched the bird in the forest, and so did the cat in the air.",1
"The cook will mix ingredients, and the chemist will the dog.",1
"The boxer delivered a punch during the fight, and so did the criminal during the festival.",1
"The terrorist released the hostage, and the jacket did the same thing.",1
"The spectator bought a ticket, and the passenger did so too.",1
"The comedian entertained the audience, and the bottle did too.",1
"The musician entertained the crowd during the concert, and the comedian did during the show.",1
"The biker starts the fire, and the singer the race.",1
"The student will hear the lecture, and the moon will the baby.",1
"The policeman is hitting the demonstrator with something, but I don’t know what with.",1
"The child will tell the verdict, and the grandfather will the strategy.",1
"The policeman is hitting the demonstrator with someone, but I don’t know what with.",1
"The photographer used the camera, and the bike did too.",1
"The dog drank water with the bottle, and the man did with the dish.",1
"The father drank milk with the cup, and the newborn did the same thing with the glass.",1
"The singer will perform on the beach, and the drag queen will in the nightclub.",1
"The musician entertained the crowd during the flight, and the comedian did during the show.",1
"The teenager is hearing something, but his friend doesn’t know whom.",1
"The artist hung the picture in the factory, and the teenager did so in the gym too.",1
"The child will tell a lie, and the grandfather will the strategy.",1
"The photographer was capturing the image with something, but he doesn’t know who with.",1
"The sculptor carved the stone, but the artist didn’t.",1
"The waiter has delivered a speech, and the postman a punch.",1
"The runner will drink some water after the concert, and the athlete will after the workout.",1
"The photographer will take a picture with the tablet, and the student will with the computer.",1
"The child draws flowers with the scalpel, and the painter with the highlighter.",1
"The bride put on her makeup before the ceremony, and the model before the meeting.",1
"The librarian will stack the supplies, and the lumberjack will the suitcase.",1
"The waiter will open the sarcophagus, and the child will the congress.",1
"The dog digs a hole with its tail, and the farmer with the hoe.",1
"The teenager is hearing someone, but his friend doesn’t know who.",1
"The family sunbathed at the river, and the billionaire did the same thing on the yacht.",1
"The barber cuts the hair, and the butcher does too.",1
"The refugees found shelter in the bakery, and so did civilians in supermarkets.",1
"The parent will give a present, and the bird will the homework.",1
"The bride put on her makeup before the ceremony, and the model before the photo shoot.",1
"The farmer is picking vegetables in the greenhouse, and the grandfather in the ball.",1
"The barber uses the microscope, and the teacher the blackboard.",1
"I know the electrician is checking something, but I don’t know what.",1
"The tailor sewed with the sewing machine, and the doctor did the same thing with scissors.",1
"The bride put on her makeup before the marriage, and the model before the table.",1
"The photographer will take a picture with the tablet, and the student will with the phone.",1
"The dog digs a hole with its paw, and the farmer with the wind.",1
"The student used the computer in the library, and the professor did in the office.",1
"The doctor will wear the white coat in the gym, and the pharmacist will in the pharmacy.",1
"The passenger buys a ticket before the meeting, the tourist will before the holiday.",1
"The student will have a party after his graduation, and the couple will after their clothes.",1
"The dog drank water with the bowl, and the man did with the glass.",1
"The priest married the couple in the church, and the mayor in the supermarket.",1
"The bartender plowed the field, and the waiter did so too.",1
"The doctor will wear the white coat in the hospital, and the pharmacist will in the allergy.",1
"The hound fetched the bird in the hospital, and so did the cat in the garden.",1
"The businessman is reading fables, and the customer the menu.",1
"The hound fetched the bird in the hospital, and so did the cat in the house.",1
"The doctor cuts the hair, and the butcher does too.",1
"The student workouts before school, and the businessman will after work.",1
"The child will drink the beer, and the student will the gasoline.",1
"The librarian will stack the books, and the lumberjack will the river.",1
"The family sunbathed on the beach, and the billionaire did the same thing on the yacht.",1
"The cook washed his hands before cooking, and so did the doctor before the chair.",1
"The tourist will travel with the boat, and the billionaire will with the kayak.",1
"The hound fetches the bird, and the car the water.",1
"The carpenter grabbed the board, and so did the surfer.",1
"The beautician will hydrate the skin with the acid, and the masseuse will with gel.",1
"The waiter has delivered a drink, and the postman a punch.",1
"The singer performed the music with the guitar, the musician will with the headphones.",1
"The mechanic is renting a boat, and the manager a kayak.",1
"The refugees found shelter in the church, and so did civilians in supermarkets.",1
"The dog played with his owner in the auditorium, and the cat did the same thing in the house.",1
"The cook washed his hands before the match, and so did the doctor before the meeting.",1
"The tourist will travel with the dinghy, and the billionaire will with the kayak.",1
"The bartender shook the drink, and the stone the flag.",1
"The businessman paid the bill with coins, and the student did with cash.",1
"The photographer used the camera, and the butcher did too.",1
"The snowboarder flips the board, but the hairstylist doesn’t.",1
"The knight holds the sword, and the champion the rain.",1
"The mother will water the plants with the bottle, the farmer will with the hose.",1
"The runner will drink some water after the race, and the athlete will after the funeral.",1
"The singer will perform in the stadium, and the drag queen will in the bottle.",1
"The cook will mix ingredients, and the chemist will the substances.",1
"The beautician will hydrate the skin with the acid, and the masseuse will with oil.",1
"The child will lend a pen, and the usurer will the money.",1
"The gardener cut the grass with something, but she didn’t know what with.",1
"The lumberjack uses the computer, and so does the student.",1
"The tailor will sew the parachute, and the doctor will the wound.",1
"The demonstrator carried the flag during the demonstration, and the cheerleader did so before the phone too.",1
"The student studied before the exam, and the public employee before the meeting.",1
"The student studied before the exam, and the public employee before the interview.",1
"The president delivered a speech in parliament, the priest did in the restaurant.",1
"The child played with toys, and the teenager did so with the sun too.",1
"The tailor sewed with the pen, and the doctor did the same thing with scissors.",1
"The boxer delivered a punch during the fight, and so did the criminal during the circle.",1
"The soldier dug a trench, and the dog a grave.",1
"The waiter has delivered a speech, and the postman a mail.",1
"The housewife bought a ticket, and the passenger did so too.",1
"The boxer delivered a punch during the fight, and so did the criminal during the robbery.",1
"The dancer grabbed the board, and so did the surfer.",1
"The businessman paid the bill with coins, and the student did with a bank transfer.",1
"The president delivered a speech in parliament, the priest did in the church.",1
"The traveller will lend a pen, and the usurer will the money.",1
"The hairstylist fixes the hair with the glue, and the barber with the gel.",1
"The teenager is hearing someone, but his friend doesn’t know what.",1
"The swimmer wore a helmet, and so did the biker.",1
"The bartender shook the drink, and the cheerleader the flag.",1
"The therapist carved the stone, but the butcher didn’t.",1
"The student completed the project before the exam, but the engineer didn’t before the summer.",1
"The student completed the project before the exam, but the engineer didn’t before the deadline.",1
"The engineer completed the project, but the ball didn’t.",1
"The sergeant will assign a mission, and the duck will a job.",1
"The demonstrator carried the flag during lunch, and the cheerleader did so before dinner too.",1
"The student workouts after school, and the businessman will after the rope.",1
"The barber cuts the hair, and the hairdresser does too.",1
"The runner will drink some water after the concert, and the athlete will after the funeral.",1
"The student will have a party after the interview, and the couple will after their meeting.",1
"The pupil fights the crime, and the professor the fire.",1
"The knight holds the sword, and the champion the cup.",1
"The housewife is mopping something, but Sam doesn’t know what.",1
"The scientist reported a finding, and the witness the water.",1
"The businessman is reading fables, and the customer the music.",1
"The journalist writes an article, and the professor an apple.",1
"The snowboarder flips the board, but the surfer doesn’t.",1
"The child will lend a pen, and the computer will the money.",1
"The biologist uses the microscope, and the bird the blackboard.",1
"The bartender shook the drink, and the waiter the flag.",1
"The student will dance in the gym, and the dancer will in the theater.",1
"The child will visit the president, and the tourist will the museum.",1
"The soldier checked the rifle during the party, but the hunter didn’t before the hunting.",1
"The programmer uses the computer, and so does the chair.",1
"The athlete stretches before the workout, and the dancer before the bottle.",1
"The bride put on her makeup before the party, and the model before the photo shoot.",1
"The tailor will sew the dress, and the doctor will the shoe.",1
"The doctor healed the patient with the antibiotic, and the osteopath will with sunglasses.",1
"The waiter will open the bottle, and the child will the sun.",1
"The scientist reported a marriage, and the witness a crime.",1
"The president delivered a speech in the parliament, and the priest did in the circle.",1
"The carpenter will wash the infant, and the hairstylist will the hair.",1
"The child crossed the park with the bicycle, and the skater with the jacket.",1
"The cook will give a present, and the president will the homework.",1
"The mechanic fixed the bike with a wrench, and so did the cyclist with the potato.",1
"The singer will perform in the stadium, and the drag queen will in the kitchen.",1
"The mother will water the plants with the bottle, the farmer will with the bucket.",1
"The soldier dug a trench, and the dog a person.",1
"The spectator will cry during the film, and the newborn will during the night.",1
"The athlete stretches before the party, and the dancer before the performance.",1
"The farmer is picking vegetables in the greenhouse, and the grandfather in the garden.",1
"The librarian will stack the books, and the lumberjack will the wood.",1
"The tourist visits some museums during the vacation, and the students during the school trip.",1
"The spectator will cry during the film, and the newborn will during the walk.",1
"The child will drink the coke, and the student will the music.",1
"The student cut his hair before the graduation, the groom will before the bike.",1
"The student workouts after school, and the businessman will after work.",1
"The astronomer was observing the plants, and the teacher her pupils.",1
"The policeman is hitting the demonstrator with something, but I don’t know where with.",1
"The mother prepares the food with the bonfire, the cook will with the kiln.",1
"The barber cuts the hair, and happiness does too.",1
"The journalist is writing an article with someone, but I’m not sure who with.",1
"The comedian entertained the audience, and the student did too.",1
"The housewife cleaned the table in the kitchen, but the waiter didn’t in the cat.",1
"The dog digs a hole with its tail, and the farmer with the pen.",1
"The boxer delivered a punch during the fire, and so did the criminal during the robbery.",1
"The priest married the couple on the boat, and the mayor in the supermarket.",1
"The student had lunch after school, and the worker did the same thing during the lunch break.",1
"The teacher helped the child, and the boat did the same thing.",1
"The hound fetches the bird, and the waiter the water.",1
"The soldier dug a trench, and the dog a hole.",1
"The climber will climb the rock, and the librarian will the ladder.",1
"The footballer hits the ball with his foot, and the tennis player with the aunt.",1
"The dog drank water with the bowl, and the man did with the dish.",1
"The professor spoke to the audience during the conference, and the businessman did so during the meeting too.",1
"The cook flipped the pancake with something, but I didn’t know how much with.",1
"The child draws flowers with the pencil, and the painter with the brush.",1
"The singer performed the music with the guitar, the musician will with the pocket.",1
"The sculptor carved the stone, but the sound didn’t.",1
"The musician entertained the crowd during the concert, and the comedian did during the lesson.",1
"The cook flipped the pancake with someone, but I didn’t know who with.",1
"The fisherman will catch fish with the net, and the grandfather will with the croissant.",1
"The footballer hits the ball with the bat, and the tennis player with the racket.",1
"The father drank milk with the dish, and the newborn did the same thing with the glass.",1
"The professor opens the congress in the university, and the speaker in the gym.",1
"The astronomer was observing the stars, and the teacher her pupils.",1
"The student will have a party after his graduation, and the couple will after their marriage.",1
"The tailor sewed with the sewing machine, and the doctor did the same thing with the river.",1
"The student heard the presentation in the university, the spectator will in the bakery.",1
"The child crossed the park with the truck, and the skater with the tricycle.",1
"The terrorist escaped with weapons, and so did civilians with supplies.",1
"The waiter will open the bottle, and the child will the congress.",1
"The carpenter grabbed the board, and so did the coffee.",1
"The child completed the project, but the cyclist didn’t.",1
"The grandfather used the camera, and the butcher did too.",1
"The soldier celebrated the victory in the battlefield, the athlete will in the car.",1
"The soldier will hear the lecture, and the driver will the baby.",1
"The family sunbathed at the river, and the billionaire did the same thing in the garden.",1
"The president delivered a speech in the mountain, the priest did in the church.",1
"The cook will mix the paint, and the chemist will the music.",1
"The cameraman is recording a video on the set, and the tourist in the hospital.",1
"The climber will climb the rock, and the librarian will the tree.",1
"The traveller will check the watch in the prison, and the businessman will in the office.",1
"The photographer was capturing the image with something, but he doesn’t know what with.",1
"The parent will give a present, and the teacher will the homework.",1
"The artist hung the picture in the gallery, and the teenager did so in the gym too.",1
"The terrorist escaped with flowers, and so did civilians with the jewelry.",1
"The journalist is writing an article with something, but I’m not sure who with.",1
"The programmer uses the computer, and so does the farmer.",1
"The refugees found shelter in the bakery, and so did civilians in bunkers.",1
"The student will dance in the disco, and the dancer will in the theater.",1
"The student used the computer in the library, and the professor did in the pub.",1
"The soldier checked the rifle during the party, but the hunter didn’t before the wedding.",1
"The traveller will check the watch on the platform, and the businessman will at the zoo.",1
"The student used the computer in the helicopter, and the professor did in the pub.",1
"The mechanic is renting a truck, and the manager a room.",1
"The student workouts before school, and the businessman will during work.",1
"The doctor healed the patient with the gasoline, and the osteopath will with soda.",1
"The mechanic fixed the bike with a wrench, and so did the cyclist with a screwdriver.",1
"The librarian will stack the supplies, and the lumberjack will the wood.",1
"The refugee will find shelter, and the animal will the sadness.",1
"The bricklayer used the knife, and the teacher did too.",1
"The actor rehearsed before the play, and the singer before the concert.",1
"The mother will water the plants with the watering can, the farmer will with the bucket.",1
"The professor spoke to the audience during the conference, and the businessman did so during the workout too.",1
"The fighter will kick the opponent, and the footballer will the ball.",1
"The butcher used the knife, and the dish did too.",1
"The doctor healed the patient with the antibiotic, and the osteopath will with a massage.",1
"The scientist reported a marriage, and the witness a birth.",1
